date_id,date,year,month,month_name,quarter,week,day_of_week
20241216,2024-12-16,2024,12,Dec,4,51,1
20241217,2024-12-17,2024,12,Dec,4,51,2
20241218,2024-12-18,2024,12,Dec,4,51,3
20241219,2024-12-19,2024,12,Dec,4,51,4
20241220,2024-12-20,2024,12,Dec,4,51,5
20241221,2024-12-21,2024,12,Dec,4,51,6
20241222,2024-12-22,2024,12,Dec,4,51,7
20241223,2024-12-23,2024,12,Dec,4,52,1
20241224,2024-12-24,2024,12,Dec,4,52,2
20241225,2024-12-25,2024,12,Dec,4,52,3
20241226,2024-12-26,2024,12,Dec,4,52,4
20241227,2024-12-27,2024,12,Dec,4,52,5
20241228,2024-12-28,2024,12,Dec,4,52,6
20241229,2024-12-29,2024,12,Dec,4,52,7
20241230,2024-12-30,2024,12,Dec,4,1,1
20241231,2024-12-31,2024,12,Dec,4,1,2
